name;address;phone;email
"ТК ""ЛегкийПереезд24""";Россия, Москва, Чапаевский переулок,12;7 (987) 187 9487;Rail-ra@mail.ru
ИП Тагашев;Россия, Москва, Марксистская 38;8 (963) 638-90-72;tagashev1969@mail.ru
ИП Кузнецов А.;Россия, Москва;;anky1962@mail.ru
Экспресс Лайн;Россия, Москва, ул. Вавилова, д. 9А;+7 (495) 626-87-85;web@expresslain.ru
Группа компаний РТС;Россия, Люберцы, Городок Б, ул. 3-е Почтовое отделение, д. 65, корп. 2, эт. 24-25, офис 4;+7 (495) 726-14-30;lexcharov23@yandex.ru
ООО «ЮГТРАНССЕРВИС-Москва»;Россия, Москва, Колодезный переулок 14;+7 (495) 646-70-65;23mehedov@mail.ru
Грузовое такси;Россия, Москва, Волоколамское шоссе 142;8 (499) 653-88-37;juliazurawliowa@rambler.ru
АРТУР25;Россия, Москва;8 (925) 331-10-57;amalik-1987@mail.ru
ЧАРОИТ;Россия, Москва, Гольяновская дом 3а строение 3;+7 (985) 198-31-93;charoitservis@gmail.com
Грузам.Нет;Россия, Москва, Большая Спасская, дом 10 стр.3, офис 3;+7(495)37-47-657;info@gruzam.net
ИП Преснякова;Россия, Москва, Каширский проезд, 17;8 (495) 769-73-77;info@gruzoperevozki-mix.ru
Перевозчик-Москва;Россия, Москва;8 (926) 605-26-50;piramida.12.75@mail.ru
"ООО ""СнабТехноТрэйд""";Россия, Люберцы;+7 (909) 655-63-99;teklidernk@mail.ru
"""Надымская транспортная компания""";Россия, Москва, 2-я улица Энтузиастов д. 5;8-926-226-57-57;89262265757@mail.ru
"ООО ""Центральный Перевозчик""";"Россия, Москва, ул. Дорожная д. 60Б, 4 этаж Бизнес-Центр ""Аннино""";+7 (495) 745-47-33;trans-company77@mail.ru
"ООО ""Софтоанс""";Россия, Москва, Нагатинская 33 кВ 49;8 (961) 304-18-26;gosmetall@yandex.ru
Транспортно-экспедиционная компания Форвард;Россия, Москва, ул. Петра Алексеева, д.12, стр. 2;8 (800) 700-93-37;info@fwd-forward.ru
"ТЭК ""ДАЛЬНЕВОСТОЧНЫЙ ЭКСПРЕСС"" (Москва)";Россия, Москва, Северянинский проезд вл. 9;+7 (499) 343-79-03;dv-exspress@yandex.ru
"ООО ""Переезд ПрофМастер""";Россия, Москва, м.Сухаревская площадь, д.6;+7 (968) 404-15-91;pereezd07@yandex.ru
Молния ООО;Россия, Москва, Сигнальный проезд 13, стр.3;+79067503879;msk@tk-molnia.ru
"Московская транспортная компания ""Mosmuving""";Россия, Москва, Некрасовка Вольская 1;8 (495) 706-90-64;mosmuving@mail.ru
"Грузовое такси ""RLB-trans""";Россия, Москва, Верхняя Масловка д.28;8-495-664-65-01;info@rlb-trans.com
TRACKOM;Россия, Москва, Каширское ш., д.65;+7 (495) 585-63-23;trackom@yandex.ru
ТрансРегион;Россия, Москва, ул. Полярная, 41, стр. 1;8 (800) 775-10-82;sales@tr-region.ru
Уборка-Чисто;Россия, Москва, ул. Павловская 27/29;+7 (495) 532-57-51;uborkachisto@mail.ru
Городская служба Автомобильных Перевозок;Россия, Москва, ул. Производственная, д. 25;+7 (495) 532-85-85;sales@gsap.ru
"ООО ""БАГИРА""";Россия, Москва, Москва, ул. Молодцова 4А;8 (968) 701-20-19;2053022@bk.ru
ТК Везущие Газели и Бычки;Россия, Москва, Новокосинская, 30;8 (495) 790-05-99;gazelz@yandex.ru
"ООО ""Вест Винд""";Россия, Москва, ул.Промышленная, стр.3, д.11, оф.680;8 (499) 963-31-65;m2@west-wind.ru
Слон;Россия, Москва, Дорожная, 60Б;8 (495) 646-58-98;Hello@slon-tk.ru
"ООО ""Альба групп""";Россия, Москва, Нахимовский пр-т, д.52/27;8 (495) 508-68-62;5954281@mail.ru
"ООО ТК  ""КАРГОГРУЗ""";Россия, Москва;+7 (499) 391-444-2;avto1204@yandex.ru
ТрансГруппКапитал;Россия, Москва, Мясницкая д.42, стр 3;8 (926) 657-93-25;dm_miller@mail.ru
Московское Грузовое Такси;Россия, Москва, Озерная 23;8 (903) 288-97-30;sharo180@mail.ru
ООО «ТЭК Олимп»;Россия, Москва;+7 (499) 390-44-53;tk-olimp2012@mail.ru
"ООО ""Синий Шар""";Россия, Москва, Александра Солженицына 27, оф 421;+7 (495) 3749044;info@siniyshar.ru
Алсена Л;Россия, Москва, Гостиничная 5;+7 495 22 101 22;bondarenko@alsena.ru
"ТЕХОСМОТР ""ЭЛЬБА""";Россия, Москва, 3-й Угрешский пр. 8А;+7 (926) 257-64-96;to-auto@yandex.ru
Негабарит Мир;Россия, Москва, ул. Соколово-Мещерская, д.29, офис 213;+7 (499) 402-80-36;petrov@negmir.ru
Адамос-Логистик;Россия, Москва, Аллея Первой Маевки, д.15, стр.1;+7 (499) 350-02-50 многоканальный;info@adamoscompany.ru
Cargo Management;Россия, Москва, Куркинское шоссе 30, офис 5;(498) 624-44-94;info@cargomanagement.ru
Переезд Плюс;Россия, Москва, Петровско-Разумовский проезд, 29;+7 (925) 525 86 76;info@pereezd-plus.com
А-Сервис;Россия, Москва, ул. Промышленная;8 (800) 333-88-04;info@as-sib.com
Садко-Экспресс (Sadko-Express);Россия, Москва, Смоленская площадь, д. 3;8-800-77-000-75 (многоканальный);info@sadko-express.com
LCM Group (Москва);Россия, Москва, 1-й Красногвардейский проезд, д.7, стр.1;+7 (495) 984 64 54;info@lcmg.ru
Безопасные линии;Россия, Москва, Порядковый переулок, 21;8 (495) 280-78-48;info@bezopline.ru
Lans-Logistic;Россия, Москва, ул. Горбунова д.2, стр. 3, оф. 812;+7 (499) 400-43-11;info@lanslogistic.com
САПСАН Москва;Россия, Москва, Тюменский проезд, дом 3, стр.2;+7 (495) 201-16-20;2013sapsan@mail.ru
СовИнвест Логистик;Россия, Москва, ул. Машкова, д. 22;8 (499) 392-00-96;logist@sovinvest.org
ТрансОперГрупп;Россия, Москва, Россия, Москва, 3-й проезд Перова Поля, 8с11;+7 (495) 151 28 28;info@to-group.ru
РоадТранс;Россия, Москва, Шоссе Энтузиастов, дом 56, стр. 32;+7 (499) 344-08-47;info@roadtrans.ru
Транспортная компания «РусТранс»;Россия, Реутов, г. Реутов, ул. Фабричная д. 12;+7 (499) 638-36–30 (многоканальный);zakaz@premier-log.ru
ООО «МТП»;Россия, Москва, ул. Нагатинская, д.1, стр.28;8-499-713-39-22;mtp-info@mail.ru
Восток Импэкс;Россия, Москва, ул. Беговая, д.3, стр.1, БЦ Нордстар Тауэр, 31 этаж;+7 (495) 287-76-17;info@v-impex.ru
Умный Переезд;Россия, Москва, Ярославское шоссе, д.122, корп.1;8 (495) 773-72-74;mail@intpereezd.ru
"Компания ""ГрузАвто""";Россия, Москва, улица Искры, 31 к1;8 (929) 940-80-10;gruzavto08@mail.ru
Компания «Аристос»;Россия, Москва, 3-й Проезд Перова Поля, дом 8, стр. 11;8 (800) 775-41-46;sale@aristos-logistika.ru
Транспортная компания «Ютранс-Сервис»;Россия, Москва, Кусковская, дом 20 А, офис В 500;8 (495) 374-71-39;info@utrans.su
"Транспортная компания ""Русь""";Россия, Москва, ул. Иркутская д.7 стр 9;;info@rustk.ru
Мостранспорт;Россия, Москва, ул.Электродная, д.2, стр.12-13-14;8 (495) 66-808-44;info@mostransport.com
ТрансЛогист (Москва);Россия, Москва, Алтуфьевское шоссе, д. 29 Б;;zakaz@trlogist.ru
СЭТ-Груз;Россия, Москва, ул. Краснобогатырская, д.6, стр. 2;+7 (495) 665-45-52;sat-m@ncpmail.ru
ТЭКОС;Россия, Москва, Электродный проезд, 16;+7 (495) 721-07-39 (многоканальный);info@rustekos.ru
"Компания ""Карго МСК"" (Cargo MSK)";Россия, Москва, Никулинская ул., 5;+7 (495) 665-23-62;info@cargomsk.com
Компания «Русский Экспедитор»;Россия, Москва, ул. Новолесная, д. 3/5, стр. 1;+7 (499) 653-54-29;logist@rusexpeditor.ru
ООО «ТРАЕКТОРИЯ»;Россия, Москва, Костянский переулок 13, офис 41;+7 (499) 504-41-34;p2@tr-msk.ru
Компания «Магнато Переезд»;Россия, Москва, ул. Садовническая, 82, стр. 2;8 (499) 408-63-78;info@magnato.ru
ТЕПЛОДОМ;Россия, Москва, Филевский бульвар д.39;+7 (499) 500-97-06;teplodomys@mail.ru
"Компания ""Дельфаст грузоперевозки""";Россия, Москва, Новодмитровская улица, 5А строение 2;8 (901) 543-60-29;info@delfast.ru
ДОПОГ-Транс;Россия, Москва, Волгоградский проспект 42, корпус 5;+7 (499) 408-24-07;2774042@bk.ru
EXPERTFURA  транспортная компания;Россия, Москва, Алтуфьевское шоссе 33Б, офис 3;+7 (499) 391-47-26;info@expertfura.ru
ДАЛС Лоджистикс;Россия, Москва, Дмитровское шоссе 157;+7 (495) 649 33 20;info@dalslogistics.ru
ЗАО Транспортная компания «СЕМЕРКА»;Россия, Москва;+7 (495) 787-77-57;tk7@7cargo.ru
Компания «Аверс Групп»;Россия, Москва, Зеленоград, проспект Генерала Алексеева, 42, стр. 1, оф. 105;+7 (495) 225-37-03;info@aversavto.ru
"Транспортная компания ""ЦентрЭкспресс""";Россия, Москва, ул. Тайнинская, д. 9 стр. 1;+7 (495) 747-0-747;zakaz@centerexpress.ru
ООО «Транс-Композит»;Россия, Москва, Проспект Мира, дом 101, стр.1;(495) 380-12-01;mail@tktk.su
ООО «Компания «Перевозки-Переноски»;Россия, Москва, 3-ий Угрешский проезд, д. 6 (территория 1 Спецавтобазы);(495) 508-68-34;5086834@mail.ru
Компания «Первое грузовое такси»;Россия, Москва, ул. Генерала Дорохова, 6;+7 (499) 703-00-81;info@pgtru.ru
Компания «STT Logistics» (СТТ Логистика);Россия, Москва, ул. Островная, д.2;+7 (495) 234-52-57;info@sttlogistics.ru
"ООО ""Глобал Логистик Групп""";Россия, Москва, Дмитровское шоссе 100, стр.2;+7 (499) 375-77-22;info@glg-russia.ru
Международный Евразийский Таможенно-Логистический Холдинг;Россия, Москва, ул.Новый Арбат, д. 23, оф. 1;+7 (495) 744-77-01;eurasianlogistics@gmail.com
ТК СеверТранс;Россия, Москва, Варшавское шоссе владение 248, строение 5;+7 (495) 276-16-69;a.lazarev@severtrans.net
КАРГО-ТЕХНОЛОДЖИ;Россия, Домодедово, улица Лесная, д.23, офис 12;+7-495-782-31-10;info@ctnl.ru
НикольТрансКарго;Россия, Москва;+7 (495) 648-45-17;logic@ntc-gc.ru
Компания ILS (International Logistic Systems);Россия, Москва, ул. Шарикоподшипниковская, д. 13, стр. 2. Бизнес Центр ”ЕПК”;(495) 221-88-34;Transport@ils-russia.com
"ООО ""ОРАНЖ ЛОГИСТИК"" (Orange Logistic)";"Россия, Москва, ул. Горбунова, д.2, стр.204 БЦ ""Гранд Сетунь Плаза"", офис В601";+7 (499) 501-11-51;info@orangelogistic.ru
APS;Россия, Москва;+7 495 6204758;transport@aps-solver.com
Holding-Finance Broker (Холдинг-Финанс Брокер);Россия, Москва, Большой Саввинский переулок, д. 11;+7-495-787-44-91;HFBroker@HFBroker.net
"Транспортная компания ""Транс-Порт""";Россия, Москва, ул. Амурская, д. 3/1, стр.19;+7 (499) 963-55-55;tk-port@rambler.ru
ИПОВС Логистик (Ipovs-Logistics);Россия, Москва, Шипиловская ул, д.64, корп. 1, офис 147;;info@ipovs.com
Логистическая компания «Юнион Траст Экспедиция» (ЮТЭК);Россия, Москва, ул. Средняя Калитниковская, д.26/27, стр.1;+7 (495) 25-85-333;info@utec.ru
"ООО ""ЕВРОЛОГИСТИКА""";Россия, Москва, п.Первомайское, ул.Рабочая, д.1;8 (495) 771-60-08;info@eurologic.ru
"ООО ""ВК-Транс""";Россия, Москва, ул. Бойцовая д.22, строение 3;+7 (495) 721-09-71;info@vktrans.ru
ALBA MARENA Logistic (Альба Марена);Россия, Москва, Автомобильный проезд, д.10, стр.11;8-800-500-00-16;info@al-ba.ru
Транспортная компания «Лидер» (Москва);Россия, Москва, ул. Молодогвардейская д.58;8-499-344-07-95;lidertk2012@mail.ru
"ООО ""ЧУДО""";Россия, Москва, ул Калибровская 31а, офис 312;(495) 969-20-75 (многоканальный);info@chudo-rail.ru
"Компания ""Старый Приятель""";Россия, Москва, ул Большая Почтовая,  дом 55/59,  стр.  1,  офис 315;8 (495) 728-94-38;info@sp-gruz.ru
ТЭК «ЮЛЭКС»;Россия, Москва, Дмитровское шоссе, д. 60;+7 (495) 544-41-01;ulex@ulex.info
Интер Алви (Inter Alvi);Россия, Москва, ул. Складочная, д.6, стр.27;8 (495) 775-86-92 (многоканальный);info@interalvi.ru
"ООО ""ФАСТ-Н""";Россия, Подольск, ул. Лобачева, д. 6;+7 (499) 393-31-83;info@fast-n.net
"Логистическая компания ""VESTA"" (ВЕСТА)";Россия, Москва, Варшавское ш., д.125 Ж, к.6;+7 495 988 96 44;sales@lcvesta.com
"ООО ""Юнитек М""";Россия, Москва, ул. Мытная д., 28, стр., 3;+ 7 (929) 676-39-38;info@unitek-m.ru
ООО «Либратранс»;Россия, Москва, улица Дмитрия Ульянова, дом 44 стр. 2;+7 (495) 989-4419;www@libratrans.ru
"Логистический оператор GTA Logistics (ЗАО ""ДжиТиЭй Лоджистикс"")";Россия, Москва, ул. Большая Новодмитровская, д. 14, стр. 2;+7 (495) 649 1097 (многоканальный);sales@gta-logistics.ru
Транспортная Компания «АВТО-ТРЭК»;Россия, Москва, 1-й Вязовский пр., д. 4, корп. 1, офис 423;+7 (499) 170 99 38;avto-trek77rus@mail.ru
"ООО ""Крон""";Россия, Москва, ул.Полярная д.31А стр.1;+7 (495) 363-43-59;kron@kronmsk.ru
Simple Logistic (Симпл Логистик);Россия, Москва, МО, Подольский район, 38 км автодороги М2 «Крым», ТЦ «Хамелеон» офис 427;8 (800) 333-57-32;info@simple-logistic.com
"Компании ""Логис""";Россия, Москва, 1-й Дорожный проезд, дом 4, стр.1;+7 (495) 641-63-15;info@logis-company.ru
Компания «Вэй Логистик»;Россия, Москва, Старопетровский проезд 7А, стр.5;+7 (495) 787 44 71;contact@waylogistic.ru
ТрансЛогистикТорг;Россия, Москва, ул. Орловский переулок д.5;+7 (495) 374-52-25;translogistictorg@gmail.com
"Транспортная компания ""АСКОР""";Россия, Москва, Лобненская д.21 стр 2;(499) 677-63-41;tkaskor@li.ru
"ТК ""АльфаЛайнер"" (Москва)";Россия, Москва, ул. Шумкина, 18;8 800 700 31 91;info@rzdu.ru
ЗАО «ФПК Трансагентство»;Россия, Москва, ул. Новая Переведеновская, д.8, 2 этаж;+7 (495) 781-36-86 (многоканальный);transport@fpk.ru
"Транспортная компания ООО ""Перевозки Люкс""";Россия, Москва, Николоямский пер., д. 4/6;(495) 364-2829;info@perevozkilux.ru
ЗАО «Столичное грузовое агентство»;Россия, Москва, пер. Балакиревский, 1 А;+7 (495) 232-39-89;welcome@stogruz.ru
Компания «БумТранс»;Россия, Москва, ул. Василия Петушкова, д.8, стр.1;(495) 565-30-57 (многоканальный);info@bumtrans.ru
Компания «ТЯГАЧ 2001»;Россия, Москва, Алтуфьевское шоссе д.44 офис 18;+7 (499) 948-0185;office@t2001.ru
ОЛЛТРАНС;Россия, Москва, Востряковский проезд, д.10Б, офис 308;+7 (495) 902-59-37;alltrans22@gmail.com
"ЗАО ""АВТО-40""";Россия, Москва, ул. Кетчерская, 13;+7 (495) 991-34-28;drive-servis@bk.ru
Компания «Автослон»;Россия, Москва, ул. Промышленная, д.11, стр.8, офис 25;8-495-231-73-61;avto-slon@bk.ru
Московская транспортная компания «АвтоАльянс»;Россия, Москва, 1-я Вольская ул., дом 12, оф. 18;+7 (495) 505-40-33;logist@a-alians.ru
Компания «ООО ЖелДорТрансПроект»;Россия, Москва, ул. Деловая, д. 12, стр. 1;(495) 604-24-84;info@zheldortransproject.ru
"ООО ""Технология доставки""";Россия, Москва, ул. Привольная, д.2, корпус 5;+7 (495) 740-40-80;info@t-dostavki.ru
Две Столицы.ru;Россия, Санкт-Петербург, Ленинградская;8812-926-06-86;s9111866603@yandex.ru
Север Логистик;Россия, Москва;88212576572;slogistik11@yandex.ru
Logistics ART Industrial;Россия, Москва, ул. Б. Марфинская, дом 1, корпус 2, офис 12;+375298810386;director@logartind.com
"ООО ""Диметр""";Россия, Одинцово;8 (903) 198-04-87;4060437@mail.ru
ТрансСервисТорг;Россия, Москва, Алтуфьевское шоссе, д. 27, офис 331;+7 (495) 997-96-33;info@transst.ru
Инком-Карго;Россия, Балашиха, ул.Советская 35;(495) 769-31-46;incom-cargo@inbox.ru
Cargoos;Россия, Москва, Ст.Петровско-Разумовский пр-д, 1/23, стр. 1;+7 (929) 61- 823 - 61;cargoosru@gmail.com
Грузовая Компания (Новосибирск);Россия, Новосибирск, ул. Крылова 36;8 (800) 250-55-65;info@tk-gk.ru
Баграм-Сервис ООО;Россия, Владивосток, ул. Калина 4Д;423-249-91-76;avto@bagram.biz
"Транспортная компания ""Автомиг""";Россия, Москва, Измайловский бульвар, д.58;8 (495) 544-59-26;avtomig-msk@yandex.ru
Автозаказ;Россия, Москва, Строительный проезд 7;8-963-782-3577;7413577@mail.ru
Единая Диспетчерская по перевозкам;Россия, Москва, Нижняя Красносельская дом 41;8 (495) 507-67-56;megatrede@yandex.ru
Перевозки Недорого;Россия, Москва, по всей Москве и МО;8 499 703 46 09;vitalikgodunov@yandex.ru
Московский Транспортный Брокер;Россия, Мытищи, Олимпийский проспект 10;+7 (495) 510-11-99;info@gruz-pro.ru
Грузовой-сервис ЛЕГКИЙ ГРУЗ;Россия, Москва, Мичуринский проспект, 29;+7 (495) 645-123-5;legkiigruz@gmail.com
Dial Group Logistics;Россия, Ступино, Ступинский район, д. Ольховка, 0 км автодороги Ольховка-Хатунь-Лапино, владение 1;+7 (800) 7070525;archive2dgl@yandex.ru
"Компания ""Banana Trans""";"Россия, Москва, БП ""Румянцево"", 7Б ,офис 612";+7(495)419-09-01;bananatrans@mail.ru
Логос-груз;Россия, Москва, ул Череповецкая 22;8 (495) 517-20-17;logos-gryz@yandex.ru
ТК Эксперт Логистик;Россия, Люберцы, ул.Южная, д.8, А/Я № 312.;+7 (495) 640-20-30;expertlogistic@mail.ru
"ООО ""ТК ДиЭсАй""";Россия, Москва, Варшавское шоссе, д. 17;+7 (495) 661-01-81;info@tkdsa.ru
Центр-Транс;Россия, Москва, ул. Генерала Тюленева, 4а/С3;+7 495 956 70 06;kornakov@centr-trans.com
ООО Диамант;Россия, Раменское, Соновый бор, ЗАО Мосгидромех;+79036619380;as@primelog.ru
"ООО ""ГлавЛогистик""";Россия, Москва, Киевского шоссе (п Московский ) Домовладение 4 строение 2 корпус «Г» офис 925/1Г;8 (926) 933-44-43;info@glmsk.com
ИП Абрамов А.П.;Россия, Москва, Голубинская 19;8 (499) 703-44-50;adam265@yandex.ru
Вектор-Строй;Россия, Москва;+7 (903) 099-76-36;stroytrack@mail.ru
"ООО ТК  ""Дор-Авто""";Россия, Мытищи, ул. Летная, дом 15/20;8 (495) 640-57-53;info@dor-auto.ru
WebЛогистика;Россия, Иваново, ул. Носова, д. 35/20, офис 1;+7 (4932) 93-93-62;weblogistika@yandex.ru
"Транспортная Компани ""ШЕРЛ"" (Москва)";Россия, Химки, ул. Репина, д.6, стр.34;+7 (495) 135-29-82;dlyaploschadok@yandex.ru
ФОРЕСТЛАЙН;Россия, Йошкар-Ола, ул. Осипенко, д. 1Б;+7-927-886-78-73;yovaz@mail.ru
Транспортная компания Зебра;Россия, Москва, Фридриха Энгельса д.62;+7 (495) 796-34-40;tkzebra@bk.ru
Eco Logic LLC;Россия, Москва, Беговой проезд 8;+7(495)721-57-71;eco_logic@bk.ru
ГрузАвтоТакси;Россия, Москва, Ильменский проезд 1а;8 (495) 411-93-57;gruzavtotaxi@yandex.ru
Pereezdmoskva;Россия, Москва;8 (965) 240-59-44;gruzchikmoss@yandex.ru
ИП Канаянц Арсен Владимирович;Россия, Москва, Декабристов;+7 (926) 355-88-32;perevoz77@inbox.ru
