tcs_customer_id;bad;sample_type
336;0;train
337;0;train
338;0;train
339;0;train
340;;test
341;1;train
342;0;train
343;0;train
344;0;train
345;0;train
346;0;train
347;;test
348;0;train
349;0;train
350;1;train
351;0;train
352;;test
353;0;train
354;0;train
355;1;train
356;0;train
357;0;train
358;0;train
359;0;train
360;0;train
361;0;train
362;;test
363;0;train
364;0;train
365;0;train
366;;test
367;;test
368;1;train
369;1;train
370;0;train
371;0;train
372;;test
373;0;train
374;1;train
375;0;train
376;;test
377;;test
378;0;train
379;1;train
380;0;train
381;1;train
382;;test
383;0;train
384;;test
385;;test
386;0;train
387;;test
388;0;train
389;0;train
390;0;train
391;1;train
392;0;train
393;0;train
394;;test
395;0;train
396;0;train
397;0;train
398;;test
399;;test
400;0;train
401;;test
402;0;train
403;0;train
404;0;train
405;;test
406;0;train
407;0;train
408;0;train
409;;test
410;0;train
411;0;train
412;0;train
413;0;train
414;0;train
415;0;train
416;;test
417;0;train
418;;test
419;0;train
420;0;train
421;;test
422;1;train
423;1;train
424;;test
425;0;train
426;;test
427;0;train
428;0;train
429;0;train
430;1;train
431;0;train
432;;test
433;0;train
434;0;train
435;;test
436;0;train
437;0;train
438;0;train
439;;test
440;;test
441;0;train
442;0;train
443;1;train
444;0;train
445;0;train
446;1;train
447;0;train
448;0;train
449;0;train
450;1;train
451;1;train
452;0;train
453;0;train
454;;test
455;0;train
456;0;train
457;;test
458;0;train
459;0;train
460;0;train
461;0;train
462;0;train
463;0;train
464;0;train
465;;test
466;0;train
467;0;train
468;0;train
469;;test
470;;test
471;;test
472;;test
473;0;train
474;0;train
475;;test
476;0;train
477;0;train
478;0;train
479;;test
480;0;train
481;0;train
482;1;train
483;;test
484;;test
485;0;train
486;1;train
487;0;train
488;;test
489;0;train
490;0;train
491;0;train
492;0;train
493;0;train
494;0;train
495;0;train
496;0;train
497;;test
498;1;train
499;0;train
500;1;train
501;;test
502;;test
503;;test
504;0;train
505;1;train
506;0;train
507;0;train
508;;test
509;;test
510;0;train
511;;test
512;0;train
513;0;train
514;0;train
515;1;train
516;0;train
517;0;train
518;0;train
519;0;train
520;0;train
521;0;train
522;0;train
523;0;train
524;0;train
525;;test
526;0;train
527;0;train
528;0;train
529;;test
530;0;train
531;0;train
532;0;train
533;0;train
534;0;train
535;0;train
536;1;train
537;1;train
538;0;train
539;0;train
540;1;train
541;;test
542;;test
543;;test
544;;test
545;;test
546;0;train
547;0;train
548;0;train
549;0;train
550;0;train
551;0;train
552;0;train
553;;test
554;0;train
555;0;train
556;1;train
557;;test
558;0;train
559;0;train
560;1;train
561;;test
562;0;train
563;;test
564;0;train
565;;test
566;0;train
567;0;train
568;0;train
569;;test
570;0;train
571;0;train
572;0;train
573;0;train
574;1;train
575;0;train
576;0;train
577;;test
578;0;train
579;;test
580;0;train
581;0;train
582;0;train
583;0;train
584;;test
585;;test
586;0;train
587;0;train
588;0;train
589;0;train
590;0;train
591;0;train
592;1;train
593;1;train
594;0;train
595;0;train
596;;test
597;0;train
598;0;train
599;0;train
600;0;train
601;0;train
602;0;train
603;0;train
604;0;train
605;0;train
606;0;train
607;1;train
608;0;train
609;0;train
610;;test
611;0;train
612;;test
613;0;train
614;0;train
615;0;train
616;0;train
617;1;train
618;0;train
619;0;train
620;;test
621;0;train
622;;test
623;;test
624;1;train
625;1;train
626;0;train
627;0;train
628;0;train
629;;test
630;0;train
631;0;train
632;;test
633;;test
634;0;train
635;;test
636;0;train
637;0;train
638;0;train
639;;test
640;0;train
641;;test
642;0;train
643;0;train
644;0;train
645;0;train
646;0;train
647;0;train
648;0;train
649;;test
650;0;train
651;0;train
652;0;train
653;0;train
654;0;train
655;;test
656;0;train
657;0;train
658;;test
659;0;train
660;;test
661;0;train
662;;test
663;0;train
664;0;train
665;0;train
666;1;train
667;1;train
668;0;train
669;0;train
670;;test
671;;test
672;1;train
673;0;train
674;0;train
675;;test
676;1;train
677;0;train
678;0;train
679;;test
680;1;train
681;;test
682;;test
683;0;train
684;0;train
685;1;train
686;;test
687;0;train
688;;test
689;0;train
690;;test
691;0;train
692;0;train
693;0;train
694;0;train
695;;test
696;;test
697;0;train
698;0;train
699;;test
700;0;train
701;0;train
702;0;train
703;0;train
704;0;train
705;0;train
706;;test
707;0;train
708;0;train
709;0;train
710;1;train
711;0;train
712;0;train
713;0;train
714;0;train
715;0;train
716;0;train
717;0;train
718;0;train
719;0;train
720;;test
721;0;train
722;;test
723;0;train
724;1;train
725;0;train
726;0;train
727;0;train
728;0;train
729;0;train
730;0;train
731;;test
732;0;train
733;;test
734;0;train
735;;test
736;0;train
737;0;train
738;0;train
739;0;train
740;0;train
741;0;train
742;0;train
743;0;train
744;0;train
745;0;train
746;0;train
747;;test
748;0;train
749;0;train
750;0;train
751;0;train
752;0;train
753;;test
754;0;train
755;0;train
756;0;train
757;;test
758;0;train
759;;test
760;0;train
761;0;train
762;0;train
763;1;train
764;;test
765;1;train
766;;test
767;0;train
768;;test
769;1;train
770;0;train
771;;test
772;0;train
773;0;train
774;;test
775;0;train
776;0;train
777;;test
778;0;train
779;0;train
780;;test
781;0;train
782;0;train
783;0;train
784;;test
785;0;train
786;;test
787;0;train
788;0;train
789;0;train
790;;test
791;0;train
792;0;train
793;0;train
794;0;train
795;;test
796;;test
797;0;train
798;0;train
799;0;train
800;0;train
801;0;train
802;;test
803;0;train
804;0;train
805;0;train
806;;test
807;0;train
808;0;train
809;;test
810;0;train
811;0;train
812;0;train
813;;test
814;0;train
815;0;train
816;0;train
817;;test
818;0;train
819;;test
820;;test
821;0;train
822;;test
823;;test
824;0;train
825;;test
826;1;train
827;0;train
828;0;train
829;0;train
830;0;train
831;0;train
832;1;train
833;0;train
834;0;train
835;0;train
836;;test
837;0;train
838;0;train
839;;test
840;1;train
841;0;train
842;1;train
843;;test
844;0;train
845;0;train
846;0;train
847;;test
848;;test
849;;test
850;;test
851;0;train
852;0;train
853;0;train
854;0;train
855;;test
856;0;train
857;0;train
858;;test
859;1;train
860;0;train
861;;test
862;;test
863;;test
864;0;train
865;0;train
866;;test
867;;test
868;0;train
869;0;train
870;0;train
871;;test
872;0;train
873;0;train
874;0;train
875;1;train
876;0;train
877;0;train
878;;test
879;0;train
880;;test
881;;test
882;0;train
883;0;train
884;;test
885;;test
886;0;train
887;0;train
888;0;train
889;0;train
890;0;train
891;0;train
892;;test
893;;test
894;0;train
895;;test
896;;test
897;;test
898;1;train
899;0;train
900;0;train
901;0;train
902;0;train
903;;test
904;0;train
905;;test
906;1;train
907;0;train
908;0;train
909;0;train
910;;test
911;;test
912;0;train
913;;test
914;0;train
915;0;train
916;0;train
917;0;train
918;0;train
919;1;train
920;0;train
921;;test
922;;test
923;0;train
924;1;train
925;0;train
926;;test
927;;test
928;0;train
929;0;train
930;0;train
931;;test
932;0;train
933;0;train
934;0;train
935;0;train
936;0;train
937;0;train
938;0;train
939;;test
940;0;train
941;0;train
942;;test
943;0;train
944;;test
945;;test
946;0;train
947;0;train
948;0;train
949;1;train
950;;test
951;0;train
952;1;train
953;0;train
954;;test
955;;test
956;0;train
957;0;train
958;0;train
959;;test
960;0;train
961;0;train
962;;test
963;0;train
964;0;train
965;0;train
966;;test
967;0;train
968;;test
969;0;train
970;0;train
971;0;train
972;;test
973;0;train
974;;test
975;0;train
976;0;train
977;0;train
978;;test
979;0;train
980;0;train
981;0;train
982;0;train
983;0;train
984;0;train
985;;test
986;0;train
987;1;train
988;1;train
989;0;train
990;0;train
991;0;train
992;0;train
993;;test
994;0;train
995;1;train
996;0;train
997;;test
998;1;train
999;0;train
1000;;test
1001;0;train
1002;0;train
1003;;test
1004;0;train
1005;0;train
1006;;test
1007;0;train
1008;0;train
1009;;test
1010;;test
1011;;test
1012;0;train
1013;0;train
1014;0;train
1015;1;train
1016;1;train
1017;0;train
1018;0;train
1019;;test
1020;1;train
1021;0;train
1022;0;train
1023;0;train
1024;0;train
1025;;test
1026;1;train
1027;0;train
1028;0;train
1029;0;train
1030;0;train
1031;;test
1032;;test
1033;;test
1034;0;train
1035;0;train
1036;;test
1037;0;train
1038;1;train
1039;;test
1040;0;train
1041;0;train
1042;0;train
1043;1;train
1044;0;train
1045;;test
1046;;test
1047;0;train
1048;0;train
1049;0;train
1050;;test
1051;0;train
1052;0;train
1053;;test
1054;1;train
1055;;test
1056;0;train
1057;0;train
1058;0;train
1059;0;train
1060;0;train
1061;0;train
1062;0;train
1063;0;train
1064;0;train
1065;0;train
1066;0;train
1067;0;train
1068;;test
1069;0;train
1070;;test
1071;0;train
1072;0;train
1073;0;train
1074;0;train
1075;0;train
1076;;test
1077;0;train
1078;;test
1079;;test
1080;0;train
1081;;test
1082;1;train
1083;0;train
1084;;test
1085;0;train
1086;;test
1087;0;train
1088;0;train
1089;;test
1090;0;train
1091;0;train
1092;;test
1093;0;train
1094;0;train
1095;0;train
1096;0;train
1097;1;train
1098;0;train
1099;0;train
1100;0;train
1101;;test
1102;0;train
1103;0;train
1104;0;train
1105;0;train
1106;0;train
1107;;test
1108;;test
1109;0;train
1110;0;train
1111;;test
1112;;test
1113;0;train
1114;1;train
1115;0;train
1116;0;train
1117;0;train
1118;0;train
1119;0;train
1120;0;train
1121;0;train
1122;1;train
1123;0;train
1124;0;train
1125;0;train
1126;0;train
1127;;test
1128;;test
1129;;test
1130;;test
1131;;test
1132;;test
1133;0;train
1134;0;train
1135;0;train
1136;1;train
1137;;test
1138;0;train
1139;1;train
1140;1;train
1141;;test
1142;0;train
1143;0;train
1144;;test
1145;;test
1146;1;train
1147;0;train
1148;1;train
1149;1;train
1150;;test
1151;0;train
1152;0;train
1153;1;train
1154;0;train
1155;0;train
1156;0;train
1157;0;train
1158;0;train
1159;0;train
1160;0;train
1161;;test
1162;0;train
1163;1;train
1164;1;train
1165;;test
1166;0;train
1167;0;train
1168;1;train
1169;0;train
1170;0;train
1171;;test
1172;0;train
1173;0;train
1174;1;train
1175;0;train
1176;1;train
1177;0;train
1178;1;train
1179;0;train
1180;;test
1181;0;train
1182;0;train
1183;0;train
1184;0;train
1185;;test
1186;0;train
1187;;test
1188;0;train
1189;0;train
1190;0;train
1191;0;train
1192;;test
1193;0;train
1194;0;train
1195;0;train
1196;0;train
1197;0;train
1198;;test
1199;0;train
1200;0;train
1201;;test
1202;;test
1203;0;train
1204;0;train
1205;1;train
1206;;test
1207;0;train
1208;0;train
1209;0;train
1210;;test
1211;0;train
1212;;test
1213;0;train
1214;0;train
1215;;test
1216;0;train
1217;0;train
1218;;test
1219;0;train
1220;0;train
1221;;test
1222;0;train
1223;0;train
1224;0;train
1225;1;train
1226;;test
1227;;test
1228;0;train
1229;;test
1230;0;train
1231;0;train
1232;0;train
1233;0;train
1234;0;train
1235;0;train
1236;;test
1237;;test
1238;;test
1239;0;train
1240;;test
1241;0;train
1242;;test
1243;1;train
1244;0;train
1245;;test
1246;;test
1247;;test
1248;;test
1249;0;train
1250;0;train
1251;;test
1252;0;train
1253;0;train
1254;1;train
1255;;test
1256;;test
1257;0;train
1258;;test
1259;0;train
1260;1;train
1261;1;train
1262;0;train
1263;0;train
1264;;test
1265;1;train
1266;0;train
1267;0;train
1268;;test
1269;1;train
1270;0;train
1271;0;train
1272;0;train
1273;0;train
1274;0;train
1275;;test
1276;0;train
1277;;test
1278;0;train
1279;0;train
1280;0;train
1281;0;train
1282;0;train
1283;0;train
1284;0;train
1285;0;train
1286;1;train
1287;0;train
1288;0;train
1289;0;train
1290;0;train
1291;0;train
1292;0;train
1293;0;train
1294;0;train
1295;1;train
1296;0;train
1297;;test
1298;0;train
1299;0;train
1300;1;train
1301;;test
1302;0;train
1303;;test
1304;0;train
1305;1;train
1306;0;train
1307;0;train
1308;0;train
1309;0;train
1310;;test
1311;0;train
1312;0;train
1313;0;train
1314;0;train
1315;0;train
1316;0;train
1317;0;train
1318;0;train
1319;;test
1320;;test
1321;0;train
1322;0;train
1323;0;train
1324;;test
1325;1;train
1326;;test
1327;;test
1328;;test
1329;;test
1330;;test
1331;0;train
1332;0;train
1333;;test
1334;0;train
1335;0;train
1336;;test
1337;1;train
1338;1;train
1339;0;train
1340;;test
1341;0;train
1342;0;train
1343;0;train
1344;;test
1345;1;train
1346;1;train
1347;0;train
1348;;test
1349;1;train
1350;0;train
1351;;test
1352;;test
1353;;test
1354;0;train
1355;;test
1356;;test
1357;0;train
1358;0;train
1359;0;train
1360;0;train
1361;0;train
1362;0;train
1363;0;train
1364;;test
1365;;test
1366;0;train
1367;;test
1368;0;train
1369;0;train
1370;0;train
1371;0;train
1372;0;train
1373;0;train
1374;0;train
1375;;test
1376;;test
1377;;test
1378;0;train
1379;0;train
1380;;test
1381;0;train
1382;;test
1383;0;train
1384;0;train
1385;0;train
1386;;test
1387;;test
1388;0;train
1389;0;train
1390;0;train
1391;;test
1392;0;train
1393;0;train
1394;0;train
1395;0;train
1396;0;train
1397;0;train
1398;;test
1399;0;train
1400;;test
1401;0;train
1402;;test
1403;0;train
1404;0;train
1405;0;train
1406;0;train
1407;0;train
1408;0;train
1409;0;train
1410;0;train
1411;0;train
1412;;test
1413;0;train
1414;0;train
1415;0;train
1416;0;train
1417;0;train
1418;1;train
1419;0;train
1420;0;train
1421;0;train
1422;0;train
1423;0;train
1424;0;train
1425;0;train
1426;0;train
1427;0;train
1428;0;train
1429;;test
1430;1;train
1431;;test
1432;0;train
1433;0;train
1434;;test
1435;0;train
1436;;test
1437;0;train
1438;;test
1439;0;train
1440;;test
1441;1;train
1442;0;train
1443;0;train
1444;0;train
1445;0;train
1446;0;train
1447;0;train
1448;0;train
1449;0;train
1450;;test
1451;;test
1452;;test
1453;1;train
1454;0;train
1455;;test
1456;;test
1457;0;train
1458;0;train
1459;0;train
1460;;test
1461;;test
1462;0;train
1463;;test
1464;0;train
1465;;test
1466;;test
1467;0;train
1468;0;train
1469;;test
1470;;test
1471;0;train
1472;;test
1473;;test
1474;;test
1475;0;train
1476;0;train
1477;0;train
1478;0;train
1479;;test
1480;;test
1481;0;train
1482;0;train
1483;0;train
1484;;test
1485;1;train
1486;0;train
1487;;test
1488;1;train
1489;0;train
1490;;test
1491;0;train
1492;0;train
1493;0;train
1494;0;train
1495;0;train
1496;0;train
1497;0;train
1498;0;train
1499;;test
1500;0;train
1501;0;train
1502;0;train
1503;0;train
1504;1;train
1505;0;train
1506;;test
1507;;test
1508;;test
1509;0;train
1510;;test
1511;;test
1512;;test
1513;1;train
1514;;test
1515;;test
1516;0;train
1517;;test
1518;0;train
1519;0;train
1520;;test
1521;;test
1522;;test
1523;0;train
1524;;test
1525;0;train
1526;0;train
1527;0;train
1528;0;train
1529;;test
1530;0;train
1531;0;train
1532;;test
1533;0;train
1534;;test
1535;0;train
1536;;test
1537;;test
1538;1;train
1539;1;train
1540;0;train
1541;;test
1542;0;train
1543;0;train
1544;0;train
1545;;test
1546;0;train
1547;0;train
1548;0;train
1549;0;train
1550;0;train
1551;1;train
1552;0;train
1553;0;train
1554;0;train
1555;0;train
1556;0;train
1557;0;train
1558;0;train
1559;0;train
1560;0;train
1561;0;train
1562;;test
1563;0;train
1564;;test
1565;;test
1566;1;train
1567;0;train
1568;;test
1569;;test
1570;;test
1571;0;train
1572;;test
1573;0;train
1574;0;train
1575;0;train
1576;0;train
1577;0;train
1578;0;train
1579;;test
1580;0;train
1581;0;train
1582;0;train
1583;;test
1584;;test
1585;0;train
1586;0;train
1587;;test
1588;;test
1589;0;train
1590;1;train
1591;0;train
1592;;test
1593;0;train
1594;0;train
1595;;test
1596;0;train
1597;0;train
1598;0;train
1599;0;train
1600;0;train
1601;;test
1602;0;train
1603;0;train
1604;;test
1605;;test
1606;;test
1607;0;train
1608;0;train
1609;1;train
1610;;test
1611;0;train
1612;0;train
1613;0;train
1614;1;train
1615;;test
1616;0;train
1617;;test
1618;0;train
1619;;test
1620;0;train
1621;0;train
1622;;test
1623;;test
1624;0;train
1625;0;train
1626;0;train
1627;0;train
1628;0;train
1629;0;train
1630;;test
1631;;test
1632;0;train
1633;0;train
1634;0;train
1635;0;train
1636;0;train
1637;0;train
1638;0;train
1639;0;train
1640;1;train
1641;0;train
1642;0;train
1643;;test
1644;0;train
1645;;test
1646;0;train
1647;;test
1648;0;train
1649;0;train
1650;;test
1651;0;train
1652;0;train
1653;0;train
1654;;test
1655;0;train
1656;1;train
1657;;test
1658;0;train
1659;0;train
1660;0;train
1661;0;train
1662;;test
1663;0;train
1664;0;train
1665;;test
1666;0;train
1667;0;train
1668;0;train
1669;;test
1670;1;train
1671;;test
1672;0;train
1673;0;train
1674;1;train
1675;0;train
1676;0;train
1677;0;train
1678;0;train
1679;0;train
1680;0;train
1681;0;train
1682;0;train
1683;0;train
1684;0;train
1685;0;train
1686;;test
1687;;test
1688;;test
1689;0;train
1690;0;train
1691;1;train
1692;0;train
1693;1;train
1694;1;train
1695;0;train
1696;;test
1697;0;train
1698;0;train
1699;0;train
1700;0;train
1701;0;train
1702;;test
1703;0;train
1704;1;train
1705;1;train
1706;;test
1707;0;train
1708;0;train
1709;0;train
1710;0;train
1711;1;train
1712;0;train
1713;;test
1714;;test
1715;0;train
1716;;test
1717;;test
1718;0;train
1719;;test
1720;0;train
1721;0;train
1722;;test
1723;1;train
1724;0;train
1725;0;train
1726;;test
1727;0;train
1728;0;train
1729;0;train
1730;0;train
1731;0;train
1732;0;train
1733;0;train
1734;;test
1735;1;train
1736;0;train
1737;0;train
1738;0;train
1739;0;train
1740;0;train
1741;0;train
1742;0;train
1743;1;train
1744;0;train
1745;;test
1746;0;train
1747;0;train
1748;0;train
1749;;test
1750;0;train
1751;;test
1752;0;train
1753;;test
1754;0;train
1755;;test
1756;;test
1757;;test
1758;0;train
1759;1;train
1760;0;train
1761;;test
1762;;test
1763;0;train
1764;0;train
1765;0;train
1766;;test
1767;0;train
1768;0;train
1769;0;train
1770;;test
1771;0;train
1772;;test
1773;0;train
1774;0;train
1775;0;train
1776;0;train
1777;;test
1778;0;train
1779;0;train
1780;0;train
1781;0;train
1782;0;train
1783;;test
1784;0;train
1785;;test
1786;;test
1787;1;train
1788;0;train
1789;;test
1790;;test
1791;;test
1792;0;train
1793;0;train
1794;0;train
1795;;test
1796;0;train
1797;;test
1798;0;train
1799;;test
1800;0;train
1801;0;train
1802;0;train
1803;1;train
1804;0;train
1805;;test
1806;0;train
1807;0;train
1808;0;train
1809;;test
1810;0;train
1811;;test
1812;0;train
1813;0;train
1814;;test
1815;0;train
1816;;test
1817;0;train
1818;0;train
1819;;test
1820;0;train
1821;0;train
1822;;test
1823;0;train
1824;0;train
1825;0;train
1826;0;train
1827;0;train
1828;;test
1829;0;train
1830;0;train
1831;0;train
1832;;test
1833;0;train
1834;0;train
1835;0;train
1836;1;train
1837;0;train
1838;;test
1839;1;train
1840;;test
1841;;test
1842;0;train
1843;0;train
1844;0;train
1845;0;train
1846;1;train
1847;0;train
1848;0;train
1849;0;train
1850;0;train
1851;0;train
1852;0;train
1853;0;train
1854;0;train
1855;0;train
1856;0;train
1857;;test
1858;0;train
1859;;test
1860;0;train
1861;0;train
1862;1;train
1863;;test
1864;0;train
1865;;test
1866;;test
1867;0;train
1868;;test
1869;;test
1870;0;train
1871;0;train
1872;;test
1873;1;train
1874;;test
1875;0;train
1876;0;train
1877;0;train
1878;0;train
1879;;test
1880;;test
1881;0;train
1882;0;train
1883;0;train
1884;;test
1885;0;train
1886;0;train
1887;;test
1888;0;train
1889;0;train
1890;0;train
1891;;test
1892;;test
1893;0;train
1894;1;train
1895;;test
1896;;test
1897;0;train
1898;0;train
1899;;test
1900;0;train
1901;;test
1902;0;train
1903;0;train
1904;;test
1905;;test
1906;0;train
1907;0;train
1908;0;train
1909;;test
1910;;test
1911;0;train
1912;0;train
1913;0;train
1914;;test
1915;0;train
1916;0;train
1917;;test
1918;0;train
1919;0;train
1920;0;train
1921;;test
1922;0;train
1923;0;train
1924;;test
1925;0;train
1926;0;train
1927;;test
1928;;test
1929;;test
1930;;test
1931;0;train
1932;;test
1933;;test
1934;0;train
1935;;test
1936;1;train
1937;;test
1938;0;train
1939;;test
1940;0;train
1941;;test
1942;0;train
1943;0;train
1944;;test
1945;0;train
1946;1;train
1947;0;train
1948;;test
1949;0;train
1950;0;train
1951;;test
1952;0;train
1953;0;train
1954;0;train
1955;1;train
1956;1;train
1957;;test
1958;0;train
1959;;test
1960;1;train
1961;1;train
1962;;test
1963;0;train
1964;;test
1965;0;train
1966;0;train
1967;;test
1968;0;train
1969;;test
1970;0;train
1971;0;train
1972;;test
1973;;test
1974;;test
1975;0;train
1976;;test
1977;0;train
1978;;test
1979;0;train
1980;;test
1981;;test
1982;;test
1983;0;train
1984;0;train
1985;0;train
1986;0;train
1987;;test
1988;0;train
1989;0;train
1990;0;train
1991;0;train
1992;0;train
1993;1;train
1994;0;train
1995;0;train
1996;0;train
1997;0;train
1998;0;train
1999;;test
2000;;test
2001;0;train
2002;0;train
2003;0;train
2004;;test
2005;;test
2006;0;train
2007;1;train
2008;0;train
2009;;test
2010;0;train
2011;0;train
2012;;test
2013;;test
2014;1;train
2015;1;train
2016;0;train
2017;0;train
2018;0;train
2019;0;train
2020;;test
2021;;test
2022;;test
2023;1;train
2024;1;train
2025;0;train
2026;0;train
2027;0;train
2028;;test
2029;;test
2030;0;train
2031;1;train
2032;0;train
2033;0;train
2034;0;train
2035;1;train
2036;;test
2037;;test
2038;0;train
2039;0;train
2040;;test
2041;0;train
2042;0;train
2043;0;train
2044;0;train
2045;;test
2046;0;train
2047;0;train
2048;1;train
2049;;test
2050;;test
2051;;test
2052;;test
2053;0;train
2054;1;train
2055;0;train
2056;;test
2057;;test
2058;1;train
2059;0;train
2060;;test
2061;0;train
2062;0;train
2063;0;train
2064;0;train
2065;;test
2066;0;train
2067;0;train
2068;;test
2069;;test
2070;0;train
2071;;test
2072;1;train
2073;0;train
2074;0;train
2075;0;train
2076;0;train
2077;0;train
2078;1;train
2079;;test
2080;0;train
2081;1;train
2082;;test
2083;0;train
2084;0;train
2085;0;train
2086;;test
2087;0;train
2088;;test
2089;;test
2090;;test
2091;;test
2092;0;train
2093;0;train
2094;0;train
2095;0;train
2096;0;train
2097;;test
2098;0;train
2099;;test
2100;0;train
2101;1;train
2102;0;train
2103;0;train
2104;;test
2105;0;train
2106;0;train
2107;0;train
2108;;test
2109;0;train
2110;0;train
2111;0;train
2112;0;train
2113;0;train
2114;;test
2115;;test
2116;0;train
2117;0;train
2118;0;train
2119;;test
2120;0;train
2121;0;train
2122;1;train
2123;0;train
2124;0;train
2125;;test
2126;0;train
2127;0;train
2128;0;train
2129;0;train
2130;0;train
2131;0;train
2132;;test
2133;;test
2134;0;train
2135;0;train
2136;;test
2137;0;train
2138;0;train
2139;0;train
2140;0;train
2141;0;train
2142;0;train
2143;0;train
2144;1;train
2145;;test
2146;;test
2147;0;train
2148;0;train
2149;0;train
2150;1;train
2151;1;train
2152;;test
2153;;test
2154;0;train
2155;0;train
2156;;test
2157;0;train
2158;;test
2159;0;train
2160;0;train
2161;0;train
2162;1;train
2163;0;train
2164;0;train
2165;0;train
2166;0;train
2167;;test
2168;0;train
2169;1;train
2170;1;train
2171;0;train
2172;0;train
2173;;test
2174;0;train
2175;0;train
2176;1;train
2177;1;train
2178;;test
2179;0;train
2180;1;train
2181;0;train
2182;1;train
2183;0;train
2184;;test
2185;0;train
2186;;test
2187;0;train
2188;0;train
2189;0;train
2190;0;train
2191;0;train
2192;;test
2193;1;train
2194;0;train
2195;0;train
2196;0;train
2197;;test
2198;0;train
2199;0;train
2200;;test
2201;0;train
2202;0;train
2203;0;train
2204;0;train
2205;0;train
2206;0;train
2207;;test
2208;0;train
2209;1;train
2210;1;train
2211;0;train
2212;0;train
2213;1;train
2214;0;train
2215;0;train
2216;0;train
2217;;test
2218;0;train
2219;;test
2220;0;train
2221;;test
2222;1;train
2223;0;train
2224;;test
2225;0;train
2226;0;train
2227;0;train
2228;0;train
